[10, 20, 0, 60, 0, 10, 61, 0, 65, 22, 10, 53, 50, 32, 10, 10, 0, 21, 20, 32, 21, 1, 11, 31, 33, 31, 42, 31, 20, 20, 40, 21, 62, 13, 51, 62, 61, 10, 11, 0, 12, 41, 41, 1, 31, 42, 12, 32, 0, 21]
[62, 44, 50, 1, 11, 51, 41, 12, 0, 41, 32, 52, 22, 60, 32, 41, 43, 12, 41, 10, 12, 12, 21, 62, 11, 30, 64, 31, 1, 22, 10, 22, 10, 31, 11, 10, 61, 41, 10, 0, 21, 0, 51, 31, 20, 91, 12, 63, 40, 71]
[1, 10, 41, 32, 51, 10, 42, 22, 43, 11, 0, 33, 30, 11, 20, 40, 11, 21, 20, 21, 30, 11, 0, 30, 0, 80, 42, 40, 10, 10, 10, 42, 11, 21, 1, 10, 21, 31, 1, 62, 32, 20, 31, 32, 20, 22, 31, 10, 11, 30]
[32, 21, 30, 10, 41, 41, 41, 21, 32, 61, 1, 21, 30, 92, 32, 30, 33, 22, 40, 53, 11, 21, 32, 2, 31, 11, 52, 50, 31, 1, 32, 21, 42, 10, 43, 31, 20, 20, 1, 10, 70, 52, 30, 54, 41, 22, 33, 42, 30, 22]
[12, 33, 21, 42, 10, 61, 34, 31, 32, 1, 33, 10, 42, 33, 32, 11, 62, 30, 51, 12, 10, 51, 31, 21, 70, 1, 30, 55, 10, 21, 0, 42, 31, 22, 11, 40, 20, 31, 32, 43, 1, 31, 1, 20, 51, 32, 22, 22, 21, 21]
[60, 42, 10, 71, 30, 0, 32, 42, 42, 1, 21, 52, 11, 1, 40, 30, 12, 43, 10, 33, 53, 21, 63, 10, 31, 31, 43, 1, 64, 11, 11, 0, 33, 40, 50, 51, 70, 43, 43, 31, 30, 60, 11, 20, 31, 10, 11, 10, 23, 0]
[1, 10, 41, 42, 10, 40, 40, 53, 11, 43, 41, 33, 33, 32, 10, 82, 10, 60, 11, 50, 20, 11, 33, 21, 41, 33, 62, 1, 40, 30, 50, 32, 0, 50, 31, 10, 0, 21, 32, 52, 30, 0, 0, 31, 31, 10, 81, 53, 42, 10]
[61, 42, 10, 52, 22, 0, 10, 10, 52, 41, 23, 33, 11, 43, 20, 12, 20, 60, 32, 43, 32, 1, 0, 22, 33, 11, 12, 31, 71, 20, 20, 50, 43, 12, 42, 33, 21, 61, 20, 33, 33, 0, 22, 51, 0, 0, 10, 11, 12, 10]
[32, 21, 52, 10, 20, 32, 32, 1, 0, 10, 1, 31, 31, 51, 1, 20, 10, 51, 70, 62, 52, 43, 62, 61, 31, 1, 10, 20, 1, 31, 20, 41, 22, 11, 41, 12, 1, 32, 11, 12, 1, 11, 30, 32, 10, 51, 0, 40, 30, 10]
[61, 33, 31, 41, 22, 10, 42, 41, 12, 22, 0, 32, 1, 11, 11, 10, 20, 41, 10, 2, 51, 43, 32, 0, 33, 20, 31, 31, 51, 63, 42, 20, 31, 42, 21, 41, 0, 31, 51, 33, 31, 31, 32, 12, 61, 50, 31, 10, 1, 43]
[31, 1, 1, 40, 21, 21, 0, 22, 10, 43, 20, 0, 12, 11, 10, 12, 22, 41, 60, 40, 42, 43, 23, 10, 52, 42, 22, 51, 0, 10, 50, 41, 11, 42, 10, 43, 52, 42, 53, 42, 53, 32, 32, 0, 53, 42, 50, 10, 33, 42]
[0, 0, 30, 21, 0, 42, 32, 31, 1, 12, 42, 32, 0, 61, 21, 0, 10, 32, 43, 11, 32, 1, 32, 1, 12, 60, 20, 1, 11, 21, 12, 40, 1, 30, 51, 31, 22, 31, 32, 10, 32, 40, 33, 22, 11, 21, 12, 11, 31, 12]
[21, 10, 12, 21, 0, 10, 33, 44, 11, 43, 62, 43, 51, 10, 32, 10, 13, 41, 2, 21, 31, 32, 0, 32, 1, 32, 32, 54, 20, 11, 43, 51, 0, 53, 22, 41, 32, 11, 54, 31, 33, 30, 43, 30, 40, 60, 0, 31, 60, 20]
[0, 33, 41, 21, 81, 41, 41, 0, 41, 31, 20, 1, 33, 31, 1, 0, 32, 43, 71, 0, 41, 0, 31, 40, 22, 30, 20, 21, 40, 31, 81, 10, 0, 22, 31, 30, 1, 11, 10, 62, 10, 52, 31, 1, 32, 22, 40, 61, 62, 50]
[41, 1, 30, 2, 30, 91, 41, 21, 63, 42, 31, 10, 32, 32, 31, 61, 41, 43, 52, 0, 52, 21, 33, 30, 41, 62, 41, 10, 32, 64, 22, 51, 63, 42, 11, 11, 41, 71, 60, 80, 42, 33, 50, 51, 52, 20, 1, 42, 11, 52]
[61, 21, 60, 11, 31, 12, 24, 1, 11, 42, 10, 60, 43, 31, 31, 42, 30, 41, 42, 51, 20, 51, 13, 64, 0, 50, 1, 21, 42, 0, 10, 51, 33, 23, 52, 43, 12, 40, 52, 32, 2, 60, 11, 10, 0, 33, 11, 0, 21, 32]
[20, 22, 51, 10, 91, 31, 42, 42, 11, 32, 41, 51, 21, 21, 40, 41, 43, 50, 22, 12, 20, 10, 12, 21, 53, 32, 63, 12, 10, 22, 40, 62, 22, 41, 31, 22, 41, 20, 41, 10, 73, 21, 20, 22, 75, 32, 0, 1, 13, 20]
[31, 33, 10, 22, 43, 32, 22, 1, 75, 32, 41, 31, 62, 12, 11, 11, 82, 0, 11, 23, 11, 12, 12, 63, 42, 62, 52, 1, 43, 22, 1, 21, 31, 62, 11, 41, 10, 41, 11, 0, 11, 10, 53, 33, 52, 12, 40, 54, 23, 31]
[41, 41, 31, 2, 11, 12, 61, 12, 21, 20, 11, 22, 32, 0, 50, 61, 42, 31, 21, 42, 52, 31, 53, 53, 31, 12, 11, 42, 10, 61, 32, 61, 22, 62, 30, 42, 22, 60, 40, 32, 52, 32, 22, 52, 42, 80, 53, 42, 21, 10]
[53, 22, 30, 51, 42, 42, 40, 12, 1, 1, 0, 32, 43, 1, 21, 21, 43, 40, 31, 22, 33, 20, 2, 20, 42, 40, 42, 20, 62, 70, 0, 30, 41, 42, 11, 52, 41, 33, 10, 32, 42, 22, 22, 42, 32, 20, 41, 1, 62, 32]
[52, 53, 43, 10, 21, 10, 12, 52, 60, 11, 32, 30, 32, 12, 72, 0, 20, 0, 20, 10, 33, 50, 12, 31, 20, 0, 1, 10, 12, 32, 11, 30, 50, 0, 33, 102, 20, 30, 60, 40, 70, 12, 21, 3, 32, 20, 52, 11, 21, 41]
[50, 11, 0, 31, 40, 0, 0, 42, 41, 21, 11, 20, 62, 20, 11, 22, 20, 30, 11, 12, 22, 42, 43, 41, 42, 1, 2, 0, 0, 20, 11, 41, 1, 11, 42, 33, 11, 11, 51, 12, 53, 10, 41, 42, 12, 1, 1, 0, 42, 22]
[51, 40, 51, 41, 33, 1, 61, 10, 44, 62, 54, 21, 10, 42, 33, 0, 51, 31, 10, 11, 21, 11, 62, 42, 53, 41, 32, 32, 1, 31, 12, 0, 22, 30, 11, 31, 1, 44, 31, 10, 30, 11, 41, 61, 1, 51, 33, 40, 60, 31]
[1, 0, 31, 33, 30, 32, 31, 0, 12, 11, 22, 64, 60, 21, 41, 44, 40, 12, 33, 43, 1, 1, 62, 32, 21, 32, 12, 30, 12, 11, 42, 61, 52, 51, 11, 42, 40, 11, 11, 32, 0, 41, 60, 1, 44, 41, 32, 0, 40, 62]
[10, 52, 50, 41, 21, 12, 70, 32, 0, 31, 20, 0, 42, 51, 32, 10, 70, 0, 10, 31, 12, 21, 31, 53, 10, 21, 1, 20, 1, 51, 33, 32, 32, 60, 52, 21, 2, 52, 41, 53, 21, 41, 32, 31, 31, 22, 43, 33, 52, 42]
[12, 1, 30, 32, 41, 60, 21, 0, 52, 30, 42, 22, 12, 51, 41, 50, 31, 51, 10, 51, 1, 32, 43, 32, 30, 0, 10, 31, 10, 41, 41, 71, 41, 0, 32, 51, 53, 11, 42, 10, 0, 41, 92, 52, 10, 10, 23, 10, 53, 11]
[33, 32, 1, 11, 0, 10, 41, 11, 62, 12, 41, 53, 53, 40, 52, 32, 11, 41, 22, 31, 20, 20, 31, 43, 1, 42, 11, 53, 12, 32, 21, 22, 22, 43, 32, 21, 61, 1, 21, 12, 0, 71, 10, 53, 11, 10, 10, 2, 32, 0]
[0, 1, 51, 51, 23, 1, 43, 72, 42, 33, 41, 0, 20, 20, 52, 31, 22, 30, 10, 12, 32, 22, 42, 43, 51, 22, 73, 32, 1, 63, 22, 20, 10, 21, 40, 42, 11, 10, 41, 63, 21, 1, 12, 10, 21, 60, 32, 43, 12, 12]
[0, 53, 10, 1, 12, 20, 21, 20, 10, 23, 32, 22, 43, 0, 22, 12, 42, 32, 63, 20, 60, 50, 0, 21, 62, 70, 11, 0, 22, 10, 42, 10, 40, 60, 51, 54, 0, 22, 31, 1, 30, 10, 61, 31, 62, 51, 22, 10, 50, 62]
[31, 31, 30, 42, 0, 2, 11, 53, 50, 71, 42, 33, 52, 42, 22, 52, 12, 32, 41, 10, 52, 20, 61, 22, 2, 60, 71, 42, 0, 11, 52, 33, 40, 0, 70, 22, 11, 11, 13, 1, 22, 42, 52, 32, 10, 52, 30, 41, 1, 22]
[31, 23, 1, 23, 31, 42, 22, 33, 32, 10, 50, 52, 20, 10, 32, 61, 20, 34, 1, 70, 60, 41, 51, 31, 12, 51, 50, 30, 30, 60, 12, 10, 10, 20, 21, 43, 20, 71, 40, 41, 10, 31, 74, 10, 32, 51, 42, 10, 23, 31]
[44, 60, 41, 32, 53, 20, 12, 51, 1, 32, 40, 1, 51, 53, 11, 54, 11, 1, 31, 52, 22, 12, 60, 1, 40, 10, 52, 11, 10, 41, 31, 11, 30, 20, 10, 22, 32, 90, 61, 62, 31, 53, 41, 43, 63, 30, 11, 11, 61, 72]
[43, 31, 52, 11, 60, 41, 70, 10, 41, 20, 32, 32, 84, 63, 20, 61, 20, 40, 52, 40, 0, 41, 31, 32, 40, 31, 73, 22, 11, 10, 31, 1, 1, 71, 90, 22, 50, 10, 43, 12, 32, 42, 22, 10, 20, 40, 42, 32, 12, 33]
[52, 22, 1, 43, 83, 30, 31, 21, 12, 62, 32, 31, 31, 51, 71, 0, 60, 0, 40, 42, 43, 22, 53, 31, 43, 40, 0, 40, 43, 51, 42, 2, 32, 62, 22, 50, 22, 22, 33, 32, 42, 42, 40, 11, 41, 42, 42, 53, 30, 63]
[0, 22, 54, 61, 10, 41, 41, 60, 53, 20, 50, 71, 32, 41, 42, 53, 31, 61, 12, 52, 22, 21, 12, 60, 43, 0, 21, 32, 31, 101, 50, 20, 61, 10, 1, 80, 61, 41, 12, 10, 22, 50, 70, 50, 10, 20, 31, 21, 33, 21]
[22, 50, 42, 41, 43, 42, 24, 1, 71, 0, 31, 22, 11, 41, 32, 80, 32, 32, 1, 22, 20, 10, 31, 32, 50, 40, 32, 42, 73, 61, 21, 81, 33, 42, 62, 33, 32, 43, 61, 74, 41, 30, 53, 10, 42, 33, 10, 11, 20, 43]
[71, 33, 60, 51, 53, 32, 11, 31, 32, 50, 43, 22, 10, 51, 11, 1, 22, 10, 41, 22, 32, 42, 32, 62, 63, 32, 33, 71, 31, 30, 21, 10, 0, 20, 23, 30, 30, 42, 0, 51, 42, 41, 60, 32, 43, 10, 52, 21, 31, 11]
[22, 1, 50, 50, 11, 22, 51, 21, 33, 50, 11, 20, 42, 21, 51, 60, 21, 52, 61, 32, 42, 30, 53, 52, 10, 42, 60, 32, 11, 51, 1, 60, 20, 0, 11, 0, 21, 72, 60, 13, 62, 32, 60, 42, 21, 32, 33, 23, 33, 22]
[40, 22, 32, 22, 61, 12, 32, 22, 43, 61, 10, 50, 40, 42, 44, 32, 70, 11, 32, 31, 22, 10, 80, 10, 11, 51, 61, 11, 50, 42, 63, 80, 42, 80, 60, 72, 62, 22, 52, 40, 40, 22, 32, 22, 60, 70, 41, 32, 11, 10]
[61, 12, 42, 20, 41, 41, 20, 22, 32, 2, 21, 32, 50, 33, 43, 31, 52, 81, 12, 13, 40, 52, 51, 40, 22, 30, 10, 0, 50, 0, 51, 10, 32, 32, 30, 32, 11, 34, 71, 33, 30, 32, 50, 40, 51, 21, 80, 0, 33, 60]
[50, 11, 1, 40, 63, 22, 2, 31, 50, 22, 32, 21, 20, 20, 51, 22, 1, 11, 43, 41, 33, 20, 13, 33, 42, 32, 32, 50, 71, 0, 42, 41, 40, 32, 31, 22, 80, 31, 40, 30, 82, 43, 60, 12, 53, 71, 42, 30, 42, 32]
[53, 12, 20, 41, 60, 41, 32, 23, 22, 0, 22, 22, 31, 43, 41, 21, 22, 22, 22, 41, 11, 42, 32, 12, 52, 11, 61, 73, 10, 11, 42, 62, 71, 21, 31, 52, 33, 32, 53, 20, 31, 33, 32, 62, 10, 20, 52, 30, 32, 22]
[12, 22, 42, 43, 23, 50, 22, 10, 31, 10, 32, 23, 41, 31, 11, 11, 32, 1, 31, 33, 21, 32, 42, 20, 10, 61, 31, 31, 22, 43, 12, 32, 1, 1, 21, 10, 94, 32, 11, 0, 12, 40, 1, 30, 30, 43, 60, 21, 42, 11]
[12, 22, 12, 0, 34, 30, 32, 34, 52, 30, 43, 60, 30, 71, 22, 43, 50, 21, 70, 0, 1, 30, 10, 21, 20, 0, 10, 82, 30, 32, 12, 43, 80, 40, 31, 31, 0, 61, 53, 50, 50, 33, 60, 31, 52, 2, 53, 20, 10, 22]
[1, 50, 20, 1, 61, 81, 31, 43, 72, 42, 42, 53, 61, 11, 43, 50, 11, 10, 32, 52, 10, 43, 53, 71, 1, 22, 22, 10, 21, 11, 0, 60, 33, 20, 0, 32, 11, 32, 72, 20, 22, 31, 61, 10, 10, 1, 40, 60, 11, 12]
[62, 70, 42, 51, 50, 20, 22, 41, 60, 32, 32, 41, 72, 10, 31, 81, 62, 32, 53, 42, 33, 63, 73, 51, 53, 12, 22, 12, 43, 1, 21, 81, 22, 61, 0, 10, 31, 51, 43, 20, 30, 52, 41, 41, 90, 11, 63, 40, 12, 71]
[32, 53, 32, 42, 0, 21, 30, 10, 11, 33, 2, 30, 40, 11, 50, 32, 0, 31, 33, 41, 41, 30, 32, 51, 32, 40, 40, 60, 42, 1, 0, 10, 41, 32, 50, 1, 30, 30, 11, 10, 20, 30, 1, 62, 21, 71, 33, 20, 10, 32]
[10, 40, 30, 40, 1, 50, 12, 32, 53, 53, 20, 20, 41, 11, 42, 22, 32, 12, 1, 21, 42, 53, 22, 10, 0, 12, 21, 30, 10, 70, 61, 12, 51, 22, 32, 53, 41, 21, 10, 31, 10, 0, 11, 22, 31, 40, 21, 40, 50, 20]
[21, 52, 31, 32, 11, 33, 20, 22, 51, 51, 11, 53, 41, 21, 11, 21, 20, 97, 66, 61, 10, 12, 42, 23, 11, 31, 52, 10, 30, 30, 20, 53, 42, 0, 40, 1, 60, 42, 11, 21, 20, 33, 31, 21, 21, 42, 0, 32, 1, 23]
[21, 11, 60, 1, 32, 42, 31, 1, 32, 11, 10, 10, 33, 40, 42, 20, 10, 40, 10, 1, 1, 52, 51, 11, 50, 20, 21, 20, 0, 21, 30, 11, 60, 53, 21, 31, 20, 30, 22, 41, 51, 22, 21, 51, 40, 41, 31, 33, 0, 82]
[31, 10, 31, 11, 43, 22, 21, 10, 31, 22, 22, 44, 2, 32, 30, 53, 40, 11, 10, 32, 32, 42, 21, 1, 12, 44, 1, 11, 71, 81, 40, 0, 31, 41, 21, 10, 52, 51, 31, 40, 32, 32, 42, 11, 20, 12, 2, 32, 51, 41]
[1, 70, 0, 20, 31, 43, 12, 3, 71, 21, 33, 31, 30, 21, 10, 11, 43, 51, 22, 10, 21, 32, 42, 51, 0, 0, 10, 22, 22, 61, 21, 30, 11, 12, 42, 60, 11, 60, 0, 41, 32, 10, 12, 11, 11, 32, 0, 22, 10, 42]
[20, 31, 43, 30, 22, 33, 41, 1, 70, 32, 52, 50, 32, 60, 51, 52, 41, 51, 11, 31, 33, 22, 42, 30, 50, 44, 33, 42, 42, 22, 42, 10, 42, 31, 10, 43, 11, 41, 10, 40, 11, 30, 11, 51, 20, 21, 22, 32, 0, 11]
[43, 11, 10, 10, 31, 0, 10, 62, 10, 10, 42, 12, 11, 32, 10, 12, 41, 11, 42, 0, 12, 34, 0, 32, 81, 32, 31, 50, 12, 0, 12, 21, 50, 21, 51, 21, 51, 42, 93, 42, 32, 51, 32, 22, 1, 51, 11, 33, 22, 0]
[21, 61, 33, 31, 0, 41, 31, 81, 41, 11, 51, 12, 32, 61, 12, 21, 31, 10, 43, 32, 11, 21, 70, 33, 72, 42, 12, 54, 20, 22, 1, 43, 83, 11, 23, 52, 32, 22, 31, 32, 32, 12, 11, 52, 32, 53, 50, 41, 22, 11]
[31, 11, 31, 31, 61, 62, 32, 70, 2, 101, 31, 52, 53, 21, 56, 20, 12, 32, 10, 12, 10, 30, 42, 32, 63, 12, 20, 40, 20, 63, 61, 20, 80, 1, 11, 40, 52, 30, 90, 50, 43, 20, 32, 60, 51, 43, 94, 30, 50, 12]
[0, 40, 20, 31, 43, 23, 32, 32, 60, 11, 31, 12, 63, 72, 40, 0, 31, 32, 30, 22, 41, 22, 33, 30, 21, 20, 22, 12, 12, 20, 30, 32, 22, 21, 12, 22, 23, 43, 40, 0, 61, 63, 52, 31, 22, 40, 32, 52, 32, 33]
[22, 40, 61, 22, 10, 42, 52, 62, 60, 32, 41, 41, 40, 30, 50, 0, 62, 0, 22, 42, 41, 0, 0, 32, 11, 42, 21, 40, 10, 32, 10, 32, 32, 61, 32, 82, 52, 43, 50, 20, 33, 62, 60, 21, 70, 20, 21, 40, 12, 32]
[22, 51, 33, 52, 60, 43, 20, 62, 32, 31, 52, 2, 41, 1, 64, 52, 31, 12, 40, 60, 60, 0, 53, 20, 51, 20, 73, 11, 42, 0, 32, 52, 1, 10, 32, 51, 32, 52, 42, 21, 22, 33, 71, 51, 21, 11, 71, 10, 50, 1]
[12, 72, 30, 42, 85, 21, 61, 30, 42, 62, 80, 1, 1, 72, 11, 41, 10, 32, 20, 22, 23, 71, 22, 0, 1, 21, 53, 41, 81, 11, 42, 22, 2, 42, 22, 21, 1, 42, 72, 41, 21, 42, 0, 50, 20, 0, 32, 31, 42, 21]
[21, 52, 42, 40, 0, 51, 50, 10, 80, 0, 70, 12, 40, 31, 32, 53, 33, 42, 50, 22, 31, 10, 31, 92, 32, 52, 33, 32, 1, 21, 43, 22, 32, 0, 32, 51, 40, 22, 53, 1, 41, 22, 12, 81, 52, 21, 0, 71, 1, 40]
[11, 41, 32, 1, 0, 50, 61, 52, 30, 10, 12, 22, 1, 43, 21, 22, 32, 13, 51, 51, 0, 42, 10, 73, 42, 71, 70, 10, 71, 40, 10, 80, 60, 1, 80, 0, 60, 22, 0, 22, 42, 20, 40, 20, 32, 42, 30, 61, 0, 51]
[52, 72, 33, 11, 42, 31, 60, 51, 41, 20, 33, 40, 10, 11, 32, 20, 30, 42, 43, 1, 21, 61, 42, 11, 31, 2, 31, 52, 40, 52, 20, 50, 23, 20, 40, 1, 41, 52, 30, 60, 41, 51, 32, 42, 32, 42, 1, 22, 51, 20]
[32, 10, 30, 42, 11, 1, 32, 60, 41, 52, 32, 1, 22, 11, 71, 22, 34, 32, 1, 22, 41, 11, 0, 42, 52, 53, 11, 52, 1, 21, 62, 32, 71, 32, 52, 61, 30, 42, 42, 62, 43, 41, 0, 20, 10, 21, 0, 54, 20, 20]
[11, 61, 43, 62, 61, 53, 21, 11, 30, 22, 10, 52, 1, 10, 53, 51, 20, 42, 31, 31, 80, 20, 31, 52, 101, 10, 2, 20, 61, 31, 11, 21, 63, 22, 12, 61, 23, 22, 53, 51, 32, 0, 61, 21, 42, 41, 12, 50, 51, 32]
[50, 43, 22, 31, 42, 12, 40, 31, 32, 51, 20, 61, 41, 72, 33, 30, 12, 32, 60, 70, 60, 52, 23, 33, 10, 10, 22, 12, 53, 42, 61, 41, 31, 43, 60, 22, 33, 62, 41, 53, 11, 11, 20, 54, 61, 12, 42, 41, 40, 43]
[50, 22, 23, 2, 32, 21, 10, 30, 22, 32, 52, 40, 61, 43, 71, 21, 42, 50, 1, 73, 40, 10, 52, 2, 52, 33, 22, 0, 41, 22, 22, 71, 51, 22, 42, 70, 21, 12, 11, 60, 0, 20, 10, 50, 22, 72, 21, 21, 22, 40]
[42, 31, 51, 10, 30, 22, 50, 52, 22, 22, 10, 22, 11, 21, 41, 42, 12, 11, 30, 31, 40, 71, 11, 32, 52, 62, 31, 21, 21, 82, 81, 50, 32, 54, 32, 10, 1, 30, 73, 30, 11, 1, 62, 31, 41, 20, 41, 41, 61, 31]
[32, 23, 41, 0, 71, 60, 42, 41, 20, 62, 30, 32, 20, 80, 33, 33, 31, 1, 40, 33, 20, 33, 20, 52, 60, 44, 13, 1, 32, 50, 10, 82, 51, 21, 41, 12, 31, 21, 40, 43, 60, 50, 32, 1, 20, 52, 32, 21, 34, 43]
[10, 42, 21, 72, 60, 40, 0, 71, 11, 53, 31, 21, 11, 50, 43, 51, 30, 32, 53, 52, 42, 50, 31, 21, 1, 51, 1, 52, 21, 51, 11, 71, 11, 53, 31, 21, 80, 64, 41, 1, 21, 60, 12, 40, 60, 21, 72, 32, 32, 21]
[20, 83, 84, 32, 12, 10, 0, 52, 51, 1, 55, 30, 0, 22, 0, 43, 53, 52, 51, 41, 53, 22, 33, 12, 41, 0, 62, 11, 51, 21, 10, 73, 11, 20, 53, 72, 60, 0, 12, 40, 11, 42, 60, 92, 31, 20, 87, 40, 13, 22]
[22, 0, 12, 40, 11, 23, 43, 41, 101, 1, 70, 41, 42, 91, 30, 22, 42, 43, 40, 10, 31, 11, 11, 42, 10, 11, 10, 32, 42, 33, 0, 21, 41, 10, 31, 33, 42, 22, 4, 20, 30, 11, 43, 42, 12, 51, 53, 0, 11, 70]
[22, 41, 11, 10, 32, 20, 41, 62, 12, 41, 10, 33, 32, 20, 32, 42, 0, 12, 52, 20, 12, 73, 31, 21, 52, 30, 40, 50, 52, 42, 30, 50, 22, 10, 31, 42, 41, 41, 42, 20, 41, 32, 31, 50, 62, 22, 71, 42, 43, 0]
[0, 30, 31, 60, 1, 10, 30, 31, 42, 90, 71, 32, 33, 32, 2, 52, 60, 31, 52, 51, 60, 60, 2, 0, 72, 10, 43, 33, 41, 0, 20, 41, 30, 11, 40, 70, 21, 22, 41, 0, 0, 12, 30, 70, 20, 1, 12, 32, 30, 32]
[20, 61, 11, 31, 11, 20, 43, 60, 22, 40, 71, 41, 0, 32, 22, 54, 11, 31, 40, 41, 32, 22, 0, 61, 54, 11, 32, 11, 22, 70, 31, 42, 50, 30, 22, 1, 32, 22, 42, 0, 10, 32, 20, 42, 11, 61, 30, 44, 31, 51]
[21, 11, 31, 53, 32, 31, 30, 21, 74, 42, 11, 43, 1, 23, 10, 90, 31, 30, 33, 51, 60, 22, 41, 41, 53, 30, 60, 30, 10, 12, 62, 20, 22, 23, 21, 32, 11, 21, 52, 32, 53, 31, 70, 41, 53, 42, 32, 10, 30, 21]
[10, 42, 42, 41, 22, 52, 70, 40, 0, 31, 32, 2, 33, 20, 10, 61, 60, 2, 30, 52, 21, 12, 41, 42, 1, 43, 30, 11, 50, 31, 70, 42, 11, 12, 33, 43, 43, 32, 62, 11, 0, 81, 32, 12, 0, 22, 22, 41, 1, 0]
[30, 80, 0, 1, 2, 82, 32, 20, 40, 51, 62, 70, 11, 20, 31, 32, 80, 32, 33, 42, 60, 41, 11, 21, 0, 11, 12, 1, 62, 40, 31, 31, 23, 32, 21, 73, 11, 20, 1, 0, 32, 42, 1, 20, 42, 20, 32, 52, 43, 61]
[1, 10, 52, 62, 1, 20, 67, 31, 11, 10, 41, 51, 90, 1, 40, 23, 53, 50, 10, 52, 60, 42, 22, 32, 31, 1, 81, 62, 31, 52, 21, 51, 33, 51, 41, 43, 40, 31, 33, 31, 21, 43, 63, 41, 52, 42, 42, 10, 32, 40]
[41, 21, 32, 21, 70, 51, 61, 33, 30, 41, 61, 33, 72, 42, 54, 11, 51, 30, 32, 23, 1, 51, 41, 32, 66, 31, 30, 11, 50, 11, 61, 12, 41, 53, 50, 0, 42, 1, 20, 41, 42, 41, 1, 1, 50, 70, 10, 31, 21, 0]
[50, 41, 60, 32, 21, 12, 50, 42, 61, 22, 41, 1, 63, 51, 20, 53, 71, 100, 31, 50, 52, 40, 11, 11, 0, 32, 20, 51, 31, 31, 33, 53, 0, 22, 60, 11, 30, 30, 11, 50, 32, 41, 71, 21, 34, 64, 43, 0, 50, 10]
