[20, 40, 10, 0, 10, 20, 20, 10, 30, 11, 30, 10, 0, 10, 0, 30, 10, 0, 20, 30]
[0, 10, 10, 20, 10, 40, 10, 20, 1, 20, 0, 10, 30, 30, 10, 10, 2, 10, 20, 0]
[0, 0, 10, 10, 20, 0, 0, 10, 0, 10, 40, 20, 20, 20, 10, 10, 10, 10, 10, 10]
[0, 30, 61, 0, 10, 20, 20, 30, 11, 20, 20, 20, 40, 0, 10, 40, 10, 10, 30, 0]
[40, 10, 10, 20, 0, 20, 20, 1, 1, 30, 10, 0, 20, 0, 30, 20, 10, 20, 20, 11]
[10, 0, 20, 40, 20, 0, 20, 20, 10, 20, 10, 31, 12, 20, 10, 40, 10, 20, 0, 30]
[40, 30, 21, 0, 30, 21, 21, 20, 0, 10, 0, 0, 20, 0, 1, 0, 10, 1, 0, 0]
[30, 0, 1, 0, 1, 10, 21, 10, 40, 10, 30, 40, 0, 0, 0, 0, 20, 10, 1, 10]
[0, 10, 20, 20, 0, 30, 10, 10, 10, 20, 0, 20, 30, 30, 1, 0, 30, 20, 30, 30]
[10, 11, 10, 0, 30, 30, 20, 1, 11, 10, 20, 1, 10, 10, 10, 20, 0, 1, 40, 20]
[10, 20, 0, 0, 10, 10, 10, 20, 10, 30, 0, 20, 11, 10, 20, 20, 20, 0, 20, 0]
[20, 10, 0, 0, 10, 0, 1, 10, 1, 10, 10, 20, 0, 10, 10, 0, 10, 0, 1, 10]
[30, 1, 10, 20, 1, 20, 30, 10, 20, 20, 1, 0, 20, 20, 0, 0, 1, 21, 20, 30]
[1, 10, 20, 30, 40, 0, 0, 30, 0, 10, 11, 0, 20, 20, 10, 10, 10, 30, 20, 20]
[0, 1, 0, 10, 21, 10, 2, 0, 11, 20, 1, 30, 1, 0, 30, 10, 20, 20, 0, 20]
[30, 10, 31, 0, 0, 20, 30, 0, 0, 30, 30, 0, 20, 10, 1, 10, 20, 0, 20, 10]
[40, 20, 11, 0, 60, 0, 10, 10, 1, 0, 10, 10, 0, 10, 0, 20, 30, 1, 20, 20]
[0, 20, 10, 10, 30, 20, 0, 10, 20, 0, 1, 20, 10, 20, 50, 20, 0, 10, 10, 0]
[20, 0, 30, 0, 0, 10, 10, 10, 10, 0, 10, 30, 10, 20, 0, 0, 30, 30, 20, 11]
[10, 0, 0, 10, 10, 10, 10, 10, 1, 10, 0, 30, 10, 0, 20, 20, 0, 0, 0, 10]
[0, 10, 10, 10, 0, 0, 0, 0, 30, 1, 1, 30, 20, 20, 1, 1, 0, 10, 20, 10]
[0, 0, 10, 11, 11, 0, 20, 11, 21, 20, 11, 20, 20, 10, 10, 10, 10, 10, 30, 10]
[12, 10, 10, 20, 0, 20, 1, 30, 10, 20, 31, 30, 20, 10, 20, 1, 10, 20, 20, 60]
[21, 0, 0, 30, 10, 30, 20, 0, 20, 11, 30, 0, 10, 20, 0, 10, 11, 30, 20, 30]
[0, 30, 1, 20, 20, 20, 20, 10, 20, 30, 20, 10, 10, 10, 0, 10, 20, 40, 21, 0]
[20, 10, 30, 30, 20, 0, 0, 1, 30, 0, 10, 0, 0, 20, 30, 11, 1, 20, 30, 0]
[10, 0, 0, 30, 20, 20, 30, 1, 1, 0, 0, 10, 30, 10, 20, 20, 10, 10, 42, 10]
[10, 20, 1, 30, 1, 10, 20, 30, 1, 1, 30, 20, 50, 0, 40, 10, 21, 10, 21, 20]
[0, 31, 10, 1, 30, 0, 20, 10, 10, 0, 20, 20, 20, 0, 30, 10, 10, 1, 0, 20]
[0, 20, 20, 20, 30, 40, 20, 20, 0, 0, 20, 21, 0, 30, 0, 20, 0, 1, 1, 20]
[1, 20, 20, 30, 20, 20, 11, 10, 20, 40, 41, 0, 0, 40, 30, 20, 0, 20, 1, 20]
[10, 10, 40, 30, 20, 10, 20, 11, 0, 20, 30, 30, 10, 1, 10, 20, 30, 40, 1, 30]
[10, 0, 20, 20, 20, 20, 21, 11, 20, 0, 10, 20, 30, 10, 50, 0, 20, 1, 1, 20]
[30, 10, 1, 30, 10, 30, 1, 40, 30, 30, 22, 30, 50, 0, 10, 10, 10, 10, 10, 10]
[21, 0, 20, 1, 10, 1, 20, 30, 51, 41, 10, 10, 30, 10, 30, 11, 40, 40, 0, 20]
[20, 10, 20, 20, 0, 30, 0, 20, 1, 20, 20, 20, 30, 10, 0, 0, 10, 30, 20, 10]
[10, 20, 1, 11, 0, 20, 40, 1, 0, 11, 20, 30, 10, 20, 20, 0, 0, 30, 30, 20]
[20, 10, 10, 10, 10, 11, 30, 10, 30, 30, 10, 30, 11, 20, 10, 11, 10, 20, 10, 20]
[20, 30, 20, 10, 2, 20, 10, 1, 20, 20, 20, 11, 10, 10, 20, 20, 30, 0, 20, 11]
[11, 30, 20, 20, 11, 10, 10, 1, 10, 10, 40, 20, 40, 12, 0, 30, 0, 30, 20, 0]
[20, 31, 0, 30, 30, 10, 41, 30, 10, 20, 20, 10, 10, 30, 20, 0, 30, 30, 20, 20]
[30, 11, 10, 0, 20, 51, 10, 20, 21, 30, 20, 11, 0, 11, 50, 20, 20, 10, 40, 30]
[10, 40, 10, 10, 22, 10, 20, 10, 10, 20, 10, 20, 10, 20, 22, 20, 30, 10, 11, 2]
[11, 20, 20, 30, 30, 31, 10, 20, 1, 10, 30, 11, 20, 0, 20, 20, 50, 60, 20, 11]
[0, 30, 12, 40, 21, 40, 30, 21, 30, 20, 32, 20, 12, 31, 31, 0, 20, 0, 30, 20]
[21, 20, 30, 21, 20, 11, 21, 10, 11, 21, 40, 50, 31, 31, 41, 61, 1, 30, 30, 10]
[30, 21, 70, 31, 0, 40, 10, 21, 31, 40, 41, 10, 31, 31, 50, 22, 11, 1, 10, 11]
[30, 20, 21, 20, 21, 31, 50, 0, 31, 31, 30, 21, 20, 20, 11, 51, 30, 40, 30, 20]
[0, 40, 31, 30, 10, 71, 21, 11, 1, 60, 40, 40, 10, 21, 40, 20, 10, 21, 30, 11]
[10, 20, 21, 30, 30, 10, 20, 50, 30, 30, 50, 31, 30, 1, 21, 21, 60, 13, 30, 61]
[10, 30, 10, 10, 11, 31, 21, 0, 31, 10, 31, 11, 30, 30, 21, 20, 30, 11, 30, 0]
[60, 40, 41, 61, 10, 11, 1, 0, 10, 31, 10, 10, 20, 50, 20, 31, 10, 10, 11, 11]
[30, 21, 31, 20, 21, 40, 21, 51, 0, 11, 10, 31, 30, 10, 10, 20, 11, 40, 40, 30]
[10, 50, 21, 21, 11, 21, 21, 30, 30, 30, 40, 10, 1, 31, 31, 20, 40, 41, 30, 21]
[10, 30, 11, 50, 20, 12, 30, 60, 21, 11, 21, 41, 10, 50, 30, 10, 41, 30, 11, 41]
[41, 21, 20, 20, 10, 21, 21, 10, 0, 30, 11, 31, 10, 30, 21, 31, 0, 10, 11, 11]
[30, 30, 10, 31, 20, 21, 11, 31, 21, 11, 2, 50, 31, 21, 30, 30, 10, 10, 10, 1]
[20, 1, 10, 50, 10, 11, 10, 21, 1, 50, 31, 0, 20, 40, 31, 40, 20, 40, 50, 50]
[30, 21, 61, 11, 0, 1, 21, 0, 21, 20, 10, 31, 40, 51, 31, 21, 30, 20, 11, 30]
[21, 41, 0, 10, 30, 21, 21, 30, 0, 10, 20, 10, 20, 11, 30, 30, 30, 11, 21, 20]
[20, 0, 40, 30, 12, 40, 31, 20, 0, 0, 40, 1, 1, 21, 31, 0, 21, 61, 21, 20]
[50, 60, 11, 30, 30, 61, 20, 30, 50, 30, 40, 21, 0, 41, 40, 20, 50, 10, 22, 0]
[11, 10, 40, 10, 11, 50, 50, 11, 40, 30, 50, 10, 0, 31, 30, 0, 30, 51, 10, 30]
[30, 30, 11, 20, 11, 10, 1, 50, 11, 30, 0, 10, 11, 31, 20, 60, 31, 32, 20, 60]
[40, 11, 11, 30, 11, 10, 10, 11, 0, 20, 40, 10, 11, 31, 10, 21, 40, 0, 40, 31]
[30, 30, 20, 11, 21, 0, 31, 10, 11, 31, 10, 21, 10, 41, 21, 21, 51, 40, 50, 21]
[20, 40, 11, 11, 11, 10, 30, 0, 40, 11, 41, 11, 21, 10, 40, 22, 10, 40, 11, 31]
[50, 21, 21, 10, 30, 0, 11, 21, 10, 21, 10, 30, 30, 11, 30, 11, 10, 30, 30, 21]
[30, 21, 21, 20, 10, 10, 11, 20, 11, 30, 20, 31, 42, 20, 11, 10, 21, 11, 10, 30]
[21, 10, 11, 11, 40, 51, 20, 41, 40, 10, 50, 31, 30, 1, 20, 11, 11, 11, 1, 1]
[21, 11, 31, 0, 32, 11, 21, 0, 10, 11, 31, 0, 11, 30, 20, 0, 40, 61, 31, 30]
[10, 10, 30, 30, 21, 10, 30, 11, 11, 11, 0, 0, 21, 30, 1, 21, 20, 10, 0, 0]
[42, 10, 30, 11, 21, 11, 10, 20, 10, 41, 11, 0, 11, 10, 31, 30, 70, 30, 11, 21]
[50, 0, 1, 20, 21, 20, 10, 0, 30, 21, 60, 41, 21, 40, 30, 41, 21, 31, 20, 1]
[10, 31, 32, 41, 30, 21, 10, 21, 0, 41, 21, 11, 31, 50, 30, 11, 21, 21, 31, 30]
[11, 32, 50, 11, 41, 30, 50, 40, 31, 21, 10, 21, 30, 40, 10, 22, 21, 11, 50, 40]
[10, 11, 11, 21, 21, 31, 31, 21, 21, 20, 22, 11, 31, 31, 21, 40, 21, 40, 51, 30]
[50, 31, 31, 30, 1, 21, 21, 11, 40, 60, 31, 20, 20, 21, 30, 31, 10, 0, 40, 10]
[10, 31, 30, 32, 21, 11, 51, 70, 31, 21, 10, 11, 10, 11, 20, 11, 51, 11, 31, 20]
[20, 11, 20, 20, 40, 70, 41, 21, 31, 31, 11, 51, 30, 51, 10, 31, 30, 20, 50, 11]
[11, 11, 10, 20, 10, 41, 30, 31, 21, 21, 21, 21, 20, 30, 21, 20, 41, 20, 21, 21]
[12, 30, 40, 20, 10, 0, 60, 11, 41, 10, 11, 41, 21, 10, 1, 11, 40, 20, 41, 40]
[61, 30, 1, 10, 20, 30, 30, 30, 21, 21, 11, 30, 0, 60, 21, 21, 51, 21, 21, 10]
[40, 12, 10, 41, 11, 10, 11, 0, 31, 60, 0, 20, 22, 2, 11, 10, 50, 0, 33, 11]
[12, 11, 40, 11, 11, 21, 30, 41, 21, 31, 2, 51, 10, 21, 40, 31, 33, 10, 51, 11]
[10, 50, 31, 11, 10, 12, 11, 31, 11, 10, 11, 10, 11, 40, 21, 12, 11, 30, 31, 21]
[21, 0, 40, 10, 30, 12, 21, 1, 50, 20, 20, 11, 10, 10, 21, 10, 10, 11, 10, 22]
[21, 21, 63, 11, 0, 20, 10, 40, 30, 30, 0, 71, 50, 0, 31, 0, 1, 1, 40, 10]
[30, 11, 20, 20, 30, 10, 30, 20, 40, 10, 21, 20, 31, 10, 22, 30, 10, 12, 10, 0]
[11, 0, 30, 10, 50, 21, 30, 1, 10, 30, 11, 10, 11, 21, 21, 40, 10, 21, 50, 10]
[11, 21, 31, 11, 20, 2, 71, 21, 41, 10, 11, 21, 42, 30, 21, 10, 30, 41, 60, 31]
[10, 21, 10, 22, 0, 10, 51, 51, 40, 30, 20, 0, 10, 31, 30, 11, 10, 40, 10, 31]
[30, 30, 11, 30, 0, 21, 20, 11, 10, 12, 30, 41, 21, 20, 51, 10, 20, 41, 21, 40]
[1, 30, 40, 30, 40, 11, 20, 21, 21, 40, 10, 20, 51, 21, 0, 0, 20, 31, 1, 30]
[21, 21, 21, 11, 10, 21, 20, 31, 20, 10, 31, 11, 21, 21, 12, 32, 21, 40, 30, 21]
[51, 20, 21, 30, 10, 31, 30, 20, 21, 31, 11, 21, 32, 30, 30, 21, 1, 70, 30, 10]
[30, 21, 10, 50, 21, 20, 10, 50, 1, 10, 30, 21, 22, 1, 20, 61, 11, 21, 51, 11]
[1, 22, 11, 21, 21, 21, 20, 11, 11, 10, 30, 21, 30, 0, 0, 22, 12, 60, 30, 21]
[51, 11, 40, 21, 21, 30, 40, 30, 22, 20, 22, 21, 10, 31, 21, 11, 50, 11, 10, 10]
[30, 42, 32, 20, 0, 10, 20, 21, 21, 51, 0, 11, 10, 30, 10, 30, 30, 71, 40, 11]
[0, 31, 30, 30, 0, 21, 31, 20, 30, 40, 1, 31, 61, 41, 30, 53, 30, 40, 20, 10]
[31, 21, 20, 21, 10, 20, 40, 11, 22, 32, 22, 22, 30, 50, 50, 31, 40, 10, 22, 41]
[30, 10, 21, 40, 21, 11, 10, 40, 22, 40, 30, 30, 0, 20, 61, 32, 0, 20, 31, 0]
[20, 40, 32, 32, 51, 30, 21, 40, 21, 10, 11, 10, 51, 10, 21, 41, 22, 11, 40, 22]
[21, 21, 21, 21, 41, 11, 50, 11, 0, 30, 10, 21, 70, 21, 50, 31, 1, 41, 31, 31]
[11, 0, 20, 10, 10, 31, 50, 41, 11, 11, 40, 11, 20, 21, 11, 40, 11, 10, 21, 21]
[20, 21, 11, 30, 11, 10, 21, 30, 20, 20, 51, 21, 0, 10, 61, 20, 12, 11, 50, 11]
[70, 0, 30, 51, 50, 11, 22, 41, 10, 31, 11, 21, 21, 30, 10, 21, 21, 40, 40, 21]
[11, 30, 20, 41, 10, 0, 1, 40, 40, 30, 20, 11, 30, 30, 31, 22, 30, 21, 0, 20]
[50, 0, 21, 0, 10, 22, 20, 30, 30, 21, 11, 12, 21, 10, 31, 10, 21, 0, 0, 20]
[21, 30, 30, 61, 30, 12, 21, 40, 42, 30, 21, 32, 42, 21, 60, 71, 21, 30, 41, 40]
[32, 50, 30, 22, 31, 51, 21, 11, 22, 21, 51, 0, 44, 21, 20, 11, 40, 1, 11, 50]
[20, 20, 30, 50, 50, 21, 0, 11, 21, 41, 50, 21, 22, 42, 30, 31, 1, 40, 40, 0]
[21, 40, 30, 21, 30, 20, 11, 41, 11, 20, 10, 21, 21, 21, 21, 0, 20, 22, 31, 11]
[11, 10, 41, 11, 10, 30, 40, 30, 41, 40, 21, 10, 40, 10, 32, 30, 31, 20, 31, 31]
[41, 30, 30, 10, 40, 32, 22, 42, 21, 0, 22, 10, 42, 20, 20, 21, 22, 30, 42, 30]
[31, 40, 12, 30, 40, 31, 22, 10, 20, 40, 10, 53, 20, 40, 11, 31, 21, 40, 11, 10]
[10, 20, 40, 21, 30, 31, 21, 32, 11, 10, 21, 60, 41, 30, 51, 10, 10, 0, 30, 30]
[30, 21, 11, 20, 32, 11, 22, 12, 41, 21, 40, 41, 11, 1, 1, 50, 41, 30, 20, 10]
[30, 82, 30, 41, 40, 21, 31, 10, 20, 32, 30, 20, 80, 51, 10, 21, 10, 31, 31, 52]
[41, 10, 31, 41, 30, 20, 21, 30, 10, 31, 50, 41, 21, 12, 30, 31, 10, 21, 31, 33]
[1, 40, 11, 0, 22, 30, 21, 10, 52, 40, 40, 10, 11, 52, 40, 0, 21, 40, 10, 21]
[50, 12, 20, 21, 32, 22, 10, 31, 20, 31, 50, 40, 31, 30, 20, 21, 20, 10, 11, 10]
[42, 12, 21, 21, 21, 30, 21, 31, 30, 42, 20, 31, 30, 30, 11, 52, 32, 0, 40, 41]
[42, 20, 10, 41, 82, 40, 51, 22, 20, 10, 32, 60, 21, 40, 32, 10, 20, 1, 40, 20]
[40, 11, 41, 11, 32, 0, 40, 10, 60, 31, 1, 42, 2, 31, 20, 42, 0, 21, 20, 20]
[1, 22, 61, 21, 52, 41, 42, 62, 61, 10, 11, 10, 30, 20, 11, 21, 50, 30, 20, 40]
[80, 30, 50, 31, 32, 21, 32, 72, 62, 21, 31, 11, 31, 50, 11, 12, 30, 10, 41, 31]
[32, 32, 20, 31, 60, 21, 10, 31, 31, 41, 31, 31, 30, 0, 32, 0, 30, 51, 20, 30]
[41, 71, 42, 50, 11, 10, 52, 52, 30, 41, 0, 11, 32, 41, 21, 11, 61, 50, 51, 30]
[63, 21, 41, 10, 21, 40, 60, 21, 41, 42, 41, 41, 30, 52, 31, 31, 72, 32, 40, 41]
[30, 22, 32, 41, 10, 61, 22, 21, 52, 10, 22, 21, 30, 20, 21, 11, 23, 21, 10, 20]
[50, 50, 22, 41, 21, 1, 21, 0, 30, 31, 1, 40, 22, 70, 42, 30, 40, 20, 42, 52]
[10, 12, 10, 10, 11, 30, 20, 30, 51, 60, 20, 40, 61, 41, 20, 0, 11, 21, 40, 41]
[10, 10, 30, 22, 60, 30, 1, 30, 11, 0, 31, 31, 20, 50, 11, 30, 40, 40, 31, 40]
[11, 50, 30, 10, 20, 11, 10, 61, 10, 30, 10, 20, 30, 41, 31, 10, 21, 21, 41, 10]
[20, 30, 33, 30, 40, 11, 32, 50, 50, 21, 22, 31, 10, 10, 11, 21, 30, 40, 21, 32]
[10, 30, 30, 42, 12, 50, 30, 12, 10, 30, 20, 30, 10, 70, 32, 31, 42, 11, 21, 21]
[40, 51, 0, 21, 43, 22, 11, 30, 11, 50, 20, 51, 11, 0, 60, 11, 41, 31, 42, 31]
[50, 20, 31, 30, 40, 30, 1, 11, 20, 30, 51, 31, 31, 50, 31, 51, 42, 40, 32, 21]
[21, 20, 1, 31, 22, 40, 31, 32, 21, 51, 21, 42, 12, 20, 31, 21, 42, 52, 22, 30]
[30, 31, 41, 30, 1, 30, 31, 31, 50, 10, 60, 42, 10, 60, 42, 41, 42, 31, 10, 31]
[50, 31, 31, 30, 10, 31, 21, 51, 21, 30, 30, 0, 21, 30, 40, 11, 20, 51, 21, 30]
[40, 40, 20, 40, 41, 11, 40, 61, 31, 50, 0, 31, 51, 10, 61, 30, 62, 10, 22, 12]
[21, 50, 21, 20, 10, 50, 50, 31, 11, 70, 41, 21, 32, 40, 50, 1, 0, 1, 11, 30]
[50, 10, 30, 41, 32, 20, 30, 31, 22, 50, 41, 12, 21, 40, 1, 40, 40, 40, 30, 40]
[33, 40, 42, 50, 21, 30, 11, 31, 40, 10, 50, 20, 92, 32, 60, 40, 10, 62, 21, 41]
[50, 41, 30, 32, 20, 31, 50, 33, 50, 32, 52, 11, 30, 10, 10, 40, 32, 20, 11, 60]
[21, 30, 21, 30, 31, 1, 61, 30, 21, 32, 81, 40, 21, 40, 31, 10, 30, 60, 61, 21]
[61, 40, 32, 50, 30, 22, 21, 31, 10, 10, 54, 20, 31, 22, 40, 11, 10, 40, 23, 50]
[22, 71, 30, 32, 32, 11, 61, 40, 50, 20, 41, 30, 30, 30, 31, 31, 20, 10, 12, 32]
[10, 41, 10, 42, 20, 52, 30, 61, 42, 32, 51, 1, 10, 10, 41, 20, 20, 31, 41, 10]
[62, 30, 2, 41, 20, 21, 31, 31, 30, 22, 32, 31, 32, 40, 21, 21, 73, 11, 50, 32]
[10, 30, 11, 10, 41, 30, 22, 31, 40, 50, 20, 41, 53, 2, 30, 40, 51, 20, 21, 30]
[1, 11, 21, 1, 20, 80, 50, 20, 20, 10, 31, 41, 60, 30, 22, 11, 10, 11, 50, 21]
[30, 52, 40, 51, 31, 32, 11, 51, 61, 30, 41, 21, 40, 40, 51, 30, 10, 20, 50, 30]
[20, 1, 30, 11, 41, 51, 21, 51, 20, 40, 10, 0, 41, 10, 11, 21, 12, 30, 11, 42]
[41, 31, 20, 32, 10, 42, 10, 61, 30, 30, 22, 41, 51, 11, 52, 42, 42, 41, 50, 32]
[21, 10, 41, 32, 20, 2, 32, 21, 40, 31, 0, 33, 10, 11, 11, 42, 20, 1, 32, 21]
[51, 22, 41, 10, 10, 0, 40, 61, 31, 42, 20, 11, 21, 20, 40, 50, 21, 10, 41, 31]
[40, 21, 41, 22, 10, 20, 40, 50, 70, 50, 21, 23, 30, 11, 12, 51, 31, 50, 70, 41]
[30, 41, 40, 0, 30, 50, 30, 30, 20, 40, 43, 12, 12, 31, 21, 10, 32, 51, 21, 51]
[41, 42, 51, 70, 30, 30, 30, 61, 31, 40, 22, 50, 30, 40, 30, 51, 41, 50, 31, 22]
[11, 42, 11, 51, 42, 22, 10, 42, 41, 30, 41, 21, 30, 31, 40, 11, 1, 20, 42, 20]
[21, 20, 61, 70, 20, 50, 41, 40, 21, 32, 32, 32, 71, 42, 0, 42, 10, 32, 22, 31]
[51, 20, 31, 20, 50, 50, 50, 22, 30, 50, 32, 20, 41, 31, 50, 30, 41, 32, 11, 20]
[30, 31, 10, 40, 10, 30, 21, 10, 12, 41, 40, 40, 21, 20, 50, 22, 0, 63, 40, 52]
[11, 20, 31, 31, 30, 21, 21, 31, 70, 32, 32, 32, 10, 40, 40, 22, 30, 11, 31, 30]
[22, 10, 21, 52, 30, 50, 20, 40, 40, 31, 51, 40, 30, 30, 0, 42, 72, 40, 11, 10]
[1, 10, 10, 31, 30, 51, 11, 22, 40, 40, 20, 21, 22, 51, 21, 40, 30, 70, 21, 31]
[1, 21, 32, 32, 21, 22, 20, 30, 30, 30, 11, 30, 11, 12, 22, 11, 1, 30, 41, 32]
[51, 31, 41, 30, 21, 61, 42, 22, 41, 1, 31, 0, 30, 1, 10, 30, 11, 41, 20, 30]
